2019-03-30 19:13:35,260     INFO           main: Input label dimension is 332
2019-03-30 19:13:35,264     INFO           main: preparing label data (input) using standard HTS style labels
2019-03-30 19:14:10,734     INFO         labels: loaded /home/gyzhang/merlin/egs/blz/s1/experiments/blz/acoustic_model/data/label_phone_align/100086.lab, 671 labels
2019-03-30 19:14:14,356     INFO         labels: loaded /home/gyzhang/merlin/egs/blz/s1/experiments/blz/acoustic_model/data/label_phone_align/100021.lab, 711 labels
2019-03-30 19:14:14,839     INFO         labels: loaded /home/gyzhang/merlin/egs/blz/s1/experiments/blz/acoustic_model/data/label_phone_align/100078.lab, 764 labels
2019-03-30 19:14:15,139     INFO         labels: loaded /home/gyzhang/merlin/egs/blz/s1/experiments/blz/acoustic_model/data/label_phone_align/100119.lab, 774 labels
2019-03-30 19:14:15,531     INFO         labels: loaded /home/gyzhang/merlin/egs/blz/s1/experiments/blz/acoustic_model/data/label_phone_align/100111.lab, 618 labels
2019-03-30 19:14:15,607     INFO         labels: loaded /home/gyzhang/merlin/egs/blz/s1/experiments/blz/acoustic_model/data/label_phone_align/100009.lab, 739 labels
2019-03-30 19:14:15,671     INFO         labels: loaded /home/gyzhang/merlin/egs/blz/s1/experiments/blz/acoustic_model/data/label_phone_align/100090.lab, 772 labels
2019-03-30 19:14:15,732     INFO         labels: loaded /home/gyzhang/merlin/egs/blz/s1/experiments/blz/acoustic_model/data/label_phone_align/100098.lab, 759 labels
2019-03-30 19:14:15,811     INFO         labels: loaded /home/gyzhang/merlin/egs/blz/s1/experiments/blz/acoustic_model/data/label_phone_align/100102.lab, 811 labels
2019-03-30 19:14:16,333     INFO         labels: loaded /home/gyzhang/merlin/egs/blz/s1/experiments/blz/acoustic_model/data/label_phone_align/100074.lab, 792 labels
2019-03-30 19:14:16,529     INFO         labels: loaded /home/gyzhang/merlin/egs/blz/s1/experiments/blz/acoustic_model/data/label_phone_align/100057.lab, 747 labels
2019-03-30 19:14:16,609     INFO         labels: loaded /home/gyzhang/merlin/egs/blz/s1/experiments/blz/acoustic_model/data/label_phone_align/100025.lab, 783 labels
2019-03-30 19:14:16,677     INFO         labels: loaded /home/gyzhang/merlin/egs/blz/s1/experiments/blz/acoustic_model/data/label_phone_align/100049.lab, 783 labels
2019-03-30 19:14:16,798     INFO         labels: loaded /home/gyzhang/merlin/egs/blz/s1/experiments/blz/acoustic_model/data/label_phone_align/100094.lab, 786 labels
2019-03-30 19:14:17,098     INFO         labels: loaded /home/gyzhang/merlin/egs/blz/s1/experiments/blz/acoustic_model/data/label_phone_align/100061.lab, 793 labels
2019-03-30 19:14:17,217     INFO         labels: loaded /home/gyzhang/merlin/egs/blz/s1/experiments/blz/acoustic_model/data/label_phone_align/100029.lab, 776 labels
2019-03-30 19:14:17,270     INFO         labels: loaded /home/gyzhang/merlin/egs/blz/s1/experiments/blz/acoustic_model/data/label_phone_align/100041.lab, 819 labels
2019-03-30 19:14:17,295     INFO         labels: loaded /home/gyzhang/merlin/egs/blz/s1/experiments/blz/acoustic_model/data/label_phone_align/100082.lab, 734 labels
2019-03-30 19:14:17,701     INFO         labels: loaded /home/gyzhang/merlin/egs/blz/s1/experiments/blz/acoustic_model/data/label_phone_align/100013.lab, 804 labels
2019-03-30 19:14:17,771     INFO         labels: loaded /home/gyzhang/merlin/egs/blz/s1/experiments/blz/acoustic_model/data/label_phone_align/100107.lab, 776 labels
2019-03-30 19:14:17,908     INFO         labels: loaded /home/gyzhang/merlin/egs/blz/s1/experiments/blz/acoustic_model/data/label_phone_align/100005.lab, 799 labels
2019-03-30 19:14:17,932     INFO         labels: loaded /home/gyzhang/merlin/egs/blz/s1/experiments/blz/acoustic_model/data/label_phone_align/100017.lab, 801 labels
2019-03-30 19:14:17,947     INFO         labels: loaded /home/gyzhang/merlin/egs/blz/s1/experiments/blz/acoustic_model/data/label_phone_align/100033.lab, 760 labels
2019-03-30 19:14:17,968     INFO         labels: loaded /home/gyzhang/merlin/egs/blz/s1/experiments/blz/acoustic_model/data/label_phone_align/100045.lab, 763 labels
2019-03-30 19:14:18,011     INFO         labels: loaded /home/gyzhang/merlin/egs/blz/s1/experiments/blz/acoustic_model/data/label_phone_align/100001.lab, 775 labels
2019-03-30 19:14:18,261     INFO         labels: loaded /home/gyzhang/merlin/egs/blz/s1/experiments/blz/acoustic_model/data/label_phone_align/100037.lab, 814 labels
2019-03-30 19:14:18,363     INFO         labels: loaded /home/gyzhang/merlin/egs/blz/s1/experiments/blz/acoustic_model/data/label_phone_align/100123.lab, 780 labels
2019-03-30 19:14:18,481     INFO         labels: loaded /home/gyzhang/merlin/egs/blz/s1/experiments/blz/acoustic_model/data/label_phone_align/100053.lab, 791 labels
2019-03-30 19:14:18,990     INFO         labels: loaded /home/gyzhang/merlin/egs/blz/s1/experiments/blz/acoustic_model/data/label_phone_align/100065.lab, 810 labels
2019-03-30 19:14:19,151     INFO         labels: loaded /home/gyzhang/merlin/egs/blz/s1/experiments/blz/acoustic_model/data/label_phone_align/100070.lab, 826 labels
2019-03-30 19:14:20,238     INFO         labels: loaded /home/gyzhang/merlin/egs/blz/s1/experiments/blz/acoustic_model/data/label_phone_align/100115.lab, 760 labels
2019-03-30 19:14:32,297     INFO         labels: loaded /home/gyzhang/merlin/egs/blz/s1/experiments/blz/acoustic_model/data/label_phone_align/100128.lab, 559 labels
2019-03-30 19:14:56,358     INFO         labels: loaded /home/gyzhang/merlin/egs/blz/s1/experiments/blz/acoustic_model/data/label_phone_align/100087.lab, 802 labels
2019-03-30 19:14:57,187     INFO         labels: loaded /home/gyzhang/merlin/egs/blz/s1/experiments/blz/acoustic_model/data/label_phone_align/100022.lab, 755 labels
2019-03-30 19:14:57,586     INFO         labels: loaded /home/gyzhang/merlin/egs/blz/s1/experiments/blz/acoustic_model/data/label_phone_align/100034.lab, 754 labels
2019-03-30 19:14:57,650     INFO         labels: loaded /home/gyzhang/merlin/egs/blz/s1/experiments/blz/acoustic_model/data/label_phone_align/100038.lab, 659 labels
2019-03-30 19:14:57,900     INFO         labels: loaded /home/gyzhang/merlin/egs/blz/s1/experiments/blz/acoustic_model/data/label_phone_align/100103.lab, 765 labels
2019-03-30 19:14:58,742     INFO         labels: loaded /home/gyzhang/merlin/egs/blz/s1/experiments/blz/acoustic_model/data/label_phone_align/100091.lab, 752 labels
2019-03-30 19:14:58,993     INFO         labels: loaded /home/gyzhang/merlin/egs/blz/s1/experiments/blz/acoustic_model/data/label_phone_align/100010.lab, 810 labels
2019-03-30 19:14:59,018     INFO         labels: loaded /home/gyzhang/merlin/egs/blz/s1/experiments/blz/acoustic_model/data/label_phone_align/100079.lab, 792 labels
2019-03-30 19:14:59,115     INFO         labels: loaded /home/gyzhang/merlin/egs/blz/s1/experiments/blz/acoustic_model/data/label_phone_align/100112.lab, 758 labels
2019-03-30 19:14:59,725     INFO         labels: loaded /home/gyzhang/merlin/egs/blz/s1/experiments/blz/acoustic_model/data/label_phone_align/100120.lab, 771 labels
2019-03-30 19:15:00,429     INFO         labels: loaded /home/gyzhang/merlin/egs/blz/s1/experiments/blz/acoustic_model/data/label_phone_align/100095.lab, 764 labels
2019-03-30 19:15:00,848     INFO         labels: loaded /home/gyzhang/merlin/egs/blz/s1/experiments/blz/acoustic_model/data/label_phone_align/100042.lab, 778 labels
2019-03-30 19:15:01,028     INFO         labels: loaded /home/gyzhang/merlin/egs/blz/s1/experiments/blz/acoustic_model/data/label_phone_align/100099.lab, 794 labels
2019-03-30 19:15:01,089     INFO         labels: loaded /home/gyzhang/merlin/egs/blz/s1/experiments/blz/acoustic_model/data/label_phone_align/100006.lab, 752 labels
2019-03-30 19:15:01,178     INFO         labels: loaded /home/gyzhang/merlin/egs/blz/s1/experiments/blz/acoustic_model/data/label_phone_align/100075.lab, 806 labels
2019-03-30 19:15:01,268     INFO         labels: loaded /home/gyzhang/merlin/egs/blz/s1/experiments/blz/acoustic_model/data/label_phone_align/100030.lab, 799 labels
2019-03-30 19:15:01,278     INFO         labels: loaded /home/gyzhang/merlin/egs/blz/s1/experiments/blz/acoustic_model/data/label_phone_align/100054.lab, 787 labels
2019-03-30 19:15:01,326     INFO         labels: loaded /home/gyzhang/merlin/egs/blz/s1/experiments/blz/acoustic_model/data/label_phone_align/100058.lab, 763 labels
2019-03-30 19:15:01,380     INFO         labels: loaded /home/gyzhang/merlin/egs/blz/s1/experiments/blz/acoustic_model/data/label_phone_align/100050.lab, 746 labels
2019-03-30 19:15:01,451     INFO         labels: loaded /home/gyzhang/merlin/egs/blz/s1/experiments/blz/acoustic_model/data/label_phone_align/100071.lab, 760 labels
2019-03-30 19:15:01,463     INFO         labels: loaded /home/gyzhang/merlin/egs/blz/s1/experiments/blz/acoustic_model/data/label_phone_align/100018.lab, 763 labels
2019-03-30 19:15:01,562     INFO         labels: loaded /home/gyzhang/merlin/egs/blz/s1/experiments/blz/acoustic_model/data/label_phone_align/100026.lab, 792 labels
